chirp_mass,chirp_mass_source,mass_1,mass_2,mass_ratio,luminosity_distance,chi_eff
30.216741,27.149939,36.743595,32.809822,0.8929399,540.36578,-0.078244749
31.567648,28.185786,40.668255,32.41571,0.79707649,576.60929,-0.022051352
30.74761,27.675059,39.351807,31.773264,0.80741563,530.43389,-0.081291512
32.749254,29.020207,38.522614,36.74073,0.95374447,620.91465,0.12156619
30.495411,27.6601,38.450272,31.96838,0.83142143,486.99967,-0.029520374
28.684272,26.984536,37.253372,29.228659,0.78459096,291.29655,-0.1827794
31.565137,28.654488,38.58773,34.096546,0.88361109,482.29335,-0.0018909567
30.668119,28.880083,36.822613,33.716328,0.91564192,286.10006,-0.015379902
32.043477,28.228773,40.863087,33.226742,0.81312364,655.74983,0.098818423
30.313073,27.544206,36.790005,32.976307,0.89633875,476.96005,-0.04415934
28.94628,26.760139,35.829411,30.891212,0.86217471,382.72373,-0.19104802
31.732893,30.139089,38.056541,34.927048,0.91776728,242.81131,0.073660711
30.66273,27.659561,36.106678,34.363647,0.95172552,517.91399,-0.037708938
33.893781,31.300124,39.48328,38.393333,0.97239472,388.5162,0.19198579
29.277404,26.295461,34.38472,32.896835,0.95672831,542.64448,-0.11839276
30.91738,28.205086,36.894844,34.196129,0.92685387,454.94142,0.011266467
30.760378,27.960136,42.243359,29.737148,0.70394847,475.07107,-0.03298681
31.887888,28.31553,38.057121,35.265785,0.92665404,608.71651,0.031008614
30.887646,27.787398,37.103127,33.942451,0.91481376,533.24311,-0.050857386
31.520591,29.210258,37.00441,35.431389,0.95749099,369.88058,0.02321501
29.982116,27.077512,35.100784,33.794884,0.9627957,511.2438,-0.08395841
28.774147,27.066809,33.772858,32.351116,0.95790282,291.72816,-0.2094198
30.98681,27.753095,38.229134,33.174744,0.86778696,558.68769,-0.026033895
32.231124,28.584639,37.315994,36.734425,0.98441502,616.05253,0.036301525
29.858695,27.548508,37.937267,31.070759,0.81900362,393.44706,-0.076415796
30.033605,27.141619,39.559479,30.196426,0.76331708,507.58016,-0.099384694
32.979648,29.42683,40.886669,35.141453,0.85948437,580.4914,0.072944919
30.200523,27.76059,35.439064,33.962372,0.95833152,413.50084,-0.063168737
30.134671,27.157076,34.956657,34.278622,0.98060355,523.37216,-0.10654334
31.632323,28.944152,36.711155,35.965431,0.97968672,438.41348,0.037910251
31.218897,27.719903,36.771908,34.977222,0.9511941,609.05183,-0.0081335566
31.3017,28.068449,37.233021,34.731583,0.93281668,551.85515,-0.020926394
33.175538,29.519978,43.070774,33.816814,0.78514526,596.58545,0.094665865
31.290109,27.950125,36.910862,35.005234,0.94837216,574.08959,-0.012023836
31.562471,28.28574,37.149452,35.387741,0.95257774,555.21582,0.012934483
30.546185,27.582584,35.261486,34.916237,0.99020889,512.13506,-0.051520741
30.560455,27.278654,36.555569,33.722469,0.92249881,578.27662,-0.054507581
29.112833,26.244323,37.912598,29.588865,0.78044942,521.6161,-0.15011307
31.359646,28.948198,37.218727,34.872639,0.93696485,390.68681,-0.02963592
31.669541,28.848198,38.524487,34.374832,0.89228526,463.18933,0.0046080143
30.358143,28.395453,36.571682,33.266888,0.90963517,321.02043,-0.074424496
30.822728,28.048567,40.245525,31.248074,0.77643599,468.77342,-0.021276799
30.693254,27.896691,38.909088,32.009064,0.82266292,475.55633,-0.055327125
30.469583,27.302021,36.113213,33.928406,0.93950117,556.11999,-0.10853407
30.313588,27.295413,38.947254,31.208523,0.80130227,528.1387,-0.072522129
30.21482,27.825654,35.447178,33.986683,0.95879799,403.39454,-0.14418499
33.852472,29.900304,43.708286,34.688572,0.79363835,640.19708,0.15840411
30.698476,28.256475,40.996479,30.465351,0.74312116,406.18362,-0.020366779
30.443077,27.808938,38.645981,31.705475,0.82040808,447.69387,-0.050575149
30.550893,29.016021,36.760326,33.51704,0.91177211,242.88649,-0.036833023
30.552422,27.659114,37.367432,32.987343,0.88278325,497.67093,-0.058760847
30.260706,27.384783,36.282131,33.314659,0.9182112,499.77273,-0.08147986
29.421458,27.235283,38.342529,29.881739,0.77933667,375.68669,-0.14449643
31.255341,28.582579,38.168663,33.79673,0.88545753,441.60309,-0.014321672
32.889269,29.612323,38.215164,37.350471,0.97737304,528.58502,0.098618974
30.731078,28.008443,36.478092,34.16869,0.93669071,460.20355,-0.082523735
31.443102,28.354823,37.611816,34.696033,0.92247694,519.64861,0.046568298
32.704416,29.18169,43.261822,32.748966,0.75699461,580.40336,0.10627243
31.918336,29.389249,39.272579,34.261578,0.87240459,404.35367,0.077299029
31.519858,28.499493,39.497509,33.239624,0.84156254,504.66414,0.044873585
30.709841,27.551643,39.606709,31.501715,0.7953631,548.95453,-0.057619299
31.912585,28.711267,36.828861,36.487957,0.99074356,532.88466,0.013177391
31.981481,28.269902,38.793045,34.810474,0.89733802,635.5401,0.067515853
31.307096,27.964156,38.42799,33.684227,0.87655449,574.32628,0.034196607
30.562089,28.012341,37.517326,32.87941,0.87637936,429.13488,-0.079361907
30.864015,28.290662,38.193146,32.94619,0.86262048,428.82922,-0.022721871
31.698002,28.910428,37.189629,35.652714,0.95867356,456.23948,0.020843535
31.627252,28.189326,37.992851,34.754047,0.91475228,586.84274,0.020373043
33.040259,30.039355,38.721043,37.203735,0.96081438,473.79555,0.11791565
31.523804,28.357514,38.66357,33.943386,0.8779165,533.68339,0.0055541221
31.473811,28.578606,37.794395,34.598141,0.91543048,480.92173,0.017199691
31.22621,28.575351,37.536613,34.29044,0.91351982,437.87628,-0.0076701123
30.585184,28.346238,38.856529,31.829718,0.8191601,369.35029,-0.048500965
32.669548,29.87006,40.281422,34.996342,0.86879609,442.66766,0.1240106
31.186782,27.39552,36.744289,34.931629,0.95066825,672.92541,0.0071271653
29.443237,26.711637,35.595337,32.152489,0.90327812,485.76739,-0.1300358
32.354726,28.926435,37.389774,36.943474,0.98806358,569.01769,0.092728651
31.549592,28.838806,36.539356,35.945492,0.98374728,444.05169,0.012189729
30.726249,27.916075,37.173664,33.529476,0.90196855,477.67186,-0.073305938
29.964116,27.230301,39.195183,30.325483,0.77370434,476.30992,-0.11469093
31.721775,28.155075,39.401409,33.739395,0.8562992,611.41902,0.044554191
31.759272,28.427093,37.53072,35.467907,0.94503668,562.30596,0.032206569
30.868622,28.007498,40.498138,31.153126,0.76924835,485.22512,-0.038792722
31.541674,28.188291,36.794437,35.679592,0.96970072,571.32482,0.0095862879
32.800765,29.37632,40.265823,35.287533,0.87636438,558.96816,0.095306171
30.736546,28.001314,35.718056,34.901646,0.97714293,462.59719,-0.081275282
30.199934,27.878798,37.996895,31.723562,0.8348988,390.46854,-0.088242608
30.051804,28.545773,36.089573,33.032497,0.91529199,242.22445,-0.10149996
31.530629,29.062586,38.390293,34.193745,0.89068726,398.72177,0.0060356193
29.186349,26.444395,35.680653,31.526175,0.88356497,493.00174,-0.19049861
31.374848,28.9465,39.801651,32.697327,0.8215068,393.60583,0.0023863556
30.508261,28.379086,41.193451,29.964636,0.72741262,349.88092,-0.12728277
30.645586,28.331038,37.793949,32.821419,0.86843053,382.73678,-0.027043185
29.169211,27.262904,34.956882,32.127968,0.91907419,324.93248,-0.1723038
29.982582,27.043479,35.96439,32.994278,0.9174152,518.44809,-0.091018545
31.681791,29.207723,40.321796,32.91431,0.81629077,397.6507,0.0042812504
29.340847,27.059967,36.524227,31.140661,0.85260288,395.58519,-0.13346129
29.686197,26.713584,36.240314,32.110485,0.88604323,531.74035,-0.10390621
31.199976,28.223793,38.282452,33.580978,0.87718984,501.96386,-0.015553555
30.618142,27.791962,38.70953,32.013554,0.82701996,482.86681,-0.067645382
31.006806,27.573604,37.964031,33.442802,0.88090756,600.10846,-0.069568474
30.510022,28.891165,36.03204,34.093735,0.94620607,257.85792,-0.047424759
33.593011,30.601959,40.702969,36.603981,0.89929511,462.89137,0.15640446
31.704472,28.02337,38.666843,34.325912,0.88773506,635.89421,0.024475055
30.556607,27.938556,40.967731,30.212482,0.73747023,442.59368,-0.052178561
31.249768,27.625854,40.924744,31.591518,0.77194174,634.95015,-0.0096834262
31.04599,27.550687,42.66518,29.993843,0.70300519,612.39775,-0.019329056
30.626342,27.50647,38.599232,32.118565,0.83210373,542.75648,-0.067106433
31.276332,27.976793,38.018246,33.972408,0.89358168,566.02462,-0.008404134
30.670309,27.984231,37.483589,33.138779,0.88408767,454.04578,-0.026089557
30.778914,28.308142,36.7771,33.999691,0.92447993,410.4581,-0.048565296
29.629986,26.67697,37.514088,30.937553,0.82469159,528.75801,-0.11028374
31.129737,28.859275,36.243839,35.281288,0.97344236,367.81217,-0.023561144
30.577889,28.080255,36.444092,33.862347,0.92915875,418.75955,-0.011061141
31.13985,27.949866,40.0172,32.052773,0.80097491,546.40264,-0.055795209
29.810992,26.568035,36.073082,32.524776,0.90163563,587.38219,-0.076492538
30.640515,27.734948,38.284897,32.402626,0.84635531,498.4647,-0.071525901
30.443077,27.437695,38.645981,31.705475,0.82040808,522.81595,-0.050575149
30.552179,27.638727,37.531952,32.845901,0.87514502,501.77296,-0.071562378
31.445329,28.30075,39.511814,33.073742,0.83705957,530.89797,0.01566518
30.388182,27.267686,38.172443,31.970772,0.83753539,547.98211,-0.085023315
31.271103,28.104753,38.860477,33.244423,0.8554816,538.84803,0.01822312
30.660909,28.26443,36.652184,33.854706,0.923675,398.05716,-0.055714879
34.550902,30.65029,44.601032,35.411095,0.79395237,614.45355,0.17363505
32.215472,28.57914,37.589092,36.433453,0.969256,614.32521,0.052395443
31.936344,28.938027,39.362019,34.223904,0.86946516,492.6164,0.052308258
29.492775,26.723349,38.407024,29.975286,0.78046365,492.72589,-0.13331267
32.90051,29.904141,40.200893,35.55566,0.88444951,475.31343,0.059499117
31.174681,28.569835,38.315964,33.498703,0.87427535,429.89764,-0.016405896
31.731428,29.03799,38.252926,34.74778,0.90836921,437.81794,0.0027800165
30.879976,28.20365,39.075661,32.259399,0.82556246,448.54926,-0.012023355
30.230094,26.84742,38.573513,31.328522,0.81217705,607.84947,-0.067816138
31.279491,28.065562,39.338013,32.87141,0.8356144,548.37172,0.017361431
29.277404,27.778988,34.38472,32.896835,0.95672831,247.86065,-0.11839276
31.561131,28.619605,40.185226,32.775639,0.81561415,488.39345,-0.002677502
33.041897,29.207406,38.637714,37.287048,0.96504281,635.50892,0.086821457
32.035593,28.464,39.01244,34.734985,0.89035664,605.14563,0.064926849
32.736788,30.088773,38.413452,36.816284,0.95842165,414.07298,0.10131543
31.651263,29.464292,36.818336,35.904068,0.97516813,345.95043,0.017321868
32.880896,29.814912,39.537151,36.097221,0.912995,488.66655,0.075383263
31.612078,27.989165,38.613083,34.174892,0.88505992,625.84094,0.0045803183
32.214023,28.884803,38.056843,35.986294,0.94559325,552.19971,0.037464816
30.134671,27.905674,34.956657,34.278622,0.98060355,373.7425,-0.10654334
30.294255,27.487094,38.201012,31.754009,0.83123476,485.07731,-0.1112263
29.374445,26.389109,35.416122,32.162655,0.90813599,541.23716,-0.12950963
29.866999,27.598269,34.96376,33.667282,0.96291938,385.25531,-0.10199649
30.267296,27.241203,38.163815,31.728315,0.83137168,530.75559,-0.029103945
32.824132,29.201637,40.142822,35.442726,0.88291566,597.71788,0.04269836
30.235616,27.683896,35.811005,33.691006,0.94080035,434.89933,-0.10970942
31.256037,28.345539,41.59354,31.122463,0.74825232,487.88149,-0.022358311
30.483604,27.411008,37.197289,32.987274,0.88681931,535.9274,-0.035953816
31.567582,29.071067,40.057648,32.889107,0.82104439,403.46569,0.0011229048
29.676579,26.814454,37.781727,30.821695,0.81578312,508.53084,-0.16373228
31.549181,28.455323,38.079205,34.507294,0.90619786,518.6844,0.025913974
32.683427,29.083714,39.663582,35.557762,0.89648388,596.25951,0.081017378
31.198605,27.584263,36.990143,34.728241,0.93885122,634.16768,-0.015117452
33.117657,29.724762,39.032578,37.081821,0.95002234,546.46131,0.15075242
30.75922,27.563815,38.084042,32.817104,0.86170223,555.64696,-0.061505242
30.260706,27.899362,36.282131,33.314659,0.9182112,397.31287,-0.08147986
30.578594,27.558398,38.543774,32.064705,0.83190362,523.112,-0.067198877
31.071684,27.973298,37.985081,33.563015,0.88358414,529.10112,-0.068655444
30.249814,27.27329,35.418404,34.092594,0.9625672,520.78112,-0.092934631
31.246406,29.127673,39.506054,32.668674,0.8269283,338.6813,-0.034098695
31.583229,28.857857,38.297264,34.388157,0.89792725,446.27918,0.047490498
32.152574,30.245551,38.093189,35.816128,0.94022393,291.59637,0.023262418
30.447955,28.243399,37.209705,32.900372,0.88418793,364.76845,-0.091635589
32.18577,30.803251,37.334538,36.613167,0.98067819,204.90345,0.0078099343
31.425036,28.774397,40.051205,32.603596,0.81404782,434.62146,0.0087445114
29.256542,26.957134,40.771152,27.90044,0.68431817,400.59477,-0.11354036
29.818972,27.505839,39.854958,29.569416,0.74192566,394.62371,-0.056673039
29.889925,27.245437,39.040398,30.292919,0.77593776,459.46762,-0.10638684
30.934229,28.086948,37.14362,34.007545,0.91556895,481.26163,0.0098111728
30.871478,27.963592,36.316879,34.631187,0.95358379,494.53032,0.018040737
32.024384,29.116804,37.299671,36.281498,0.9727029,473.59362,0.057918157
32.208811,28.877586,38.658241,35.422981,0.91631125,552.70554,0.069425739
32.030068,28.328297,39.170811,34.586086,0.88295558,632.30559,0.063923798
30.554393,27.68645,40.642097,30.436356,0.74888744,492.48875,-0.043716669
31.235597,29.322064,36.622215,35.156307,0.95997216,302.27433,-0.0029744663
31.334925,29.071835,40.050423,32.42128,0.80951155,363.73042,0.032190004
29.836416,27.856594,37.318531,31.520931,0.84464555,330.53476,-0.10499275
30.797211,27.705519,35.61927,35.13612,0.98643571,533.35027,-0.043540908
30.519229,27.688719,37.539776,32.769379,0.8729242,485.5825,-0.06073043
30.85564,27.626557,36.614536,34.317741,0.93727095,560.57623,-0.036751868
32.335923,29.33643,39.418839,35.025291,0.88854192,485.67649,0.062884555
29.812789,28.073339,35.150501,33.369095,0.94932061,286.33401,-0.087163618
31.903856,28.486694,37.052406,36.248695,0.9783088,576.46291,0.03279053
31.557576,29.106039,37.142017,35.383831,0.95266315,395.27728,0.021159953
31.119605,28.799883,38.598106,33.144955,0.85871973,377.05089,-0.02933653
31.202589,29.235108,36.864883,34.853687,0.94544412,312.16516,-0.006156808
29.008763,26.209328,36.541054,30.437822,0.83297603,508.90041,-0.21249245
30.013931,26.878735,42.001614,28.512161,0.67883489,559.33249,-0.067865837
32.356536,28.900735,40.740307,33.964809,0.83369055,574.48726,0.069509464
31.18045,27.66183,36.157757,35.479954,0.98125429,614.1373,-0.033670164
31.626441,28.911726,38.609707,34.2085,0.88600776,443.54373,0.040685586
29.921769,27.046545,39.227306,30.218451,0.77034225,506.33006,-0.067650198
31.0035,28.5331,36.559219,34.697315,0.94907156,406.96709,-0.062599133
30.718431,29.283339,36.434608,34.180977,0.93814587,224.39905,-0.018946939
31.718581,28.219314,40.456623,32.88372,0.81281426,597.46541,0.029476355
31.150964,29.17116,36.681168,34.911213,0.95174758,314.93424,0.00082857282
31.773531,30.730307,38.384865,34.721725,0.90456812,153.75697,0.015272058
30.480628,29.226154,36.703686,33.414997,0.91039894,195.68176,-0.11214044
31.053973,28.452389,40.671436,31.391306,0.77182684,431.20767,-0.016723234
33.243949,29.517259,39.892246,36.568989,0.91669416,609.1968,0.10323976
30.982901,28.534809,36.173668,35.017612,0.9680415,403.05254,0.017608233
31.483765,29.118583,38.164406,34.29063,0.89849767,380.40934,0.026905837
31.084758,27.693095,39.417133,32.408062,0.82218212,589.51563,-0.039425692
32.832247,29.263914,41.756042,34.133022,0.81743911,586.7276,0.10630528
32.129342,29.735541,40.199142,33.932957,0.84412142,376.83756,0.056179414
30.720553,28.424003,37.928062,32.866581,0.8665505,378.28551,-0.041261312
29.897403,27.257724,37.160812,31.77788,0.85514493,458.35788,-0.077603705
30.737886,27.739729,36.127361,34.511925,0.95528497,515.38772,-0.088510961
30.948378,28.204871,36.479286,34.649658,0.94984474,460.52136,-0.033541002
30.713279,28.384151,35.378052,35.182858,0.99448262,384.52192,-0.052166005
31.101773,27.788779,38.882717,32.872833,0.8454356,572.65377,-0.015695091
30.764078,27.816329,38.585381,32.41423,0.84006505,504.62502,-0.014739481
31.541613,28.049322,39.937237,32.931267,0.8245755,600.08203,-0.019298398
32.102792,29.074103,38.648853,35.200642,0.91078103,495.46109,0.074686606
31.033639,28.518805,37.315365,34.06979,0.91302309,414.94493,0.018430658
30.559246,27.410226,37.049255,33.278812,0.89823161,550.27543,-0.065119167
32.44022,28.536368,37.889832,36.650585,0.96729342,664.54174,0.073188504
30.065782,27.645128,35.221558,33.867397,0.96155306,411.85487,-0.097067568
31.594053,28.081533,36.510231,36.075405,0.9880903,603.08934,0.01695932
29.84851,28.03113,36.151466,32.53661,0.90000804,300.21743,-0.083635487
30.929795,28.25109,40.848442,31.019209,0.75937312,448.17153,-0.02503325
30.840521,27.941751,37.722973,33.295666,0.88263632,493.28523,-0.025041374
31.368825,27.644683,37.724922,34.431919,0.91271014,653.53377,0.025383728
33.390222,29.851464,40.584293,36.271587,0.8937346,569.16241,0.12118658
32.850696,29.11499,40.810642,34.934303,0.85600964,619.92336,0.076670215
29.777256,28.087613,35.444386,33.017418,0.93152744,277.64073,-0.11370151
31.178681,27.720229,37.010201,34.665623,0.93665049,601.42195,0.022548163
32.293105,29.283569,41.617626,33.149406,0.79652323,488.3532,0.072215465
29.618122,26.940153,37.961746,30.563236,0.80510617,471.29387,-0.09805404
30.030111,26.837799,38.183971,31.2264,0.81778818,571.24538,-0.061625929
30.693254,27.663673,38.909088,32.009064,0.82266292,522.71367,-0.055327125
31.473526,29.128721,36.53101,35.780834,0.97946468,376.8129,0.012585728
30.069747,27.056488,36.077332,33.082638,0.91699237,532.21174,-0.11917083
28.94628,26.484952,35.829411,30.891212,0.86217471,438.70757,-0.19104802
32.723439,29.773348,37.906006,37.275883,0.9833767,469.67932,0.079986404
31.075517,28.209012,39.172806,32.583637,0.83179226,482.49224,0.025355343
29.223386,26.312055,35.571949,31.699593,0.89114018,528.50678,-0.14942407
31.278429,28.436437,38.315075,33.719906,0.8800689,474.01202,0.024359709
30.840521,27.61074,37.722973,33.295666,0.88263632,561.05218,-0.025041374
31.601187,28.136323,40.735935,32.431519,0.79614029,593.009,-0.028697035
31.490796,28.208689,41.937031,31.334278,0.74717445,557.82971,0.056190463
30.940425,27.666307,37.639385,33.581833,0.8921993,568.11612,-0.056667974
31.345044,28.339752,37.262936,34.799599,0.9338931,504.99784,-0.0034218371
31.760398,29.408435,37.540806,35.460987,0.94459845,374.23452,0.037723072
30.843912,27.612375,39.546062,31.817957,0.80457966,561.34473,-0.014350212
32.17691,29.075046,39.200687,34.874165,0.88963148,508.25847,0.061339181
32.003031,28.43774,37.472382,36.067383,0.96250575,604.59453,0.016609288
32.516625,29.462666,40.448921,34.534882,0.85378994,492.83756,0.090348485
30.398202,27.035847,43.227371,28.452473,0.65820503,599.35937,-0.040404187
31.026172,28.209555,35.773129,35.506893,0.99255765,473.52806,-0.057908745
30.251066,27.183777,38.943886,31.085285,0.79820707,539.73569,-0.095753495
30.449624,27.604467,37.267242,32.854382,0.88158877,489.8588,-0.066891179
30.593155,27.483304,36.194946,34.12619,0.94284406,541.37385,-0.077463466
31.025993,27.681413,40.892948,31.175167,0.76236047,580.9584,-0.028503828
32.200608,28.566527,37.706749,36.287163,0.96235194,614.20703,0.085841054
31.352631,28.525429,36.728325,35.31768,0.96159245,469.8142,0.045761582
31.598201,29.258753,36.803371,35.798576,0.97269829,374.14274,-0.0018872619
31.061333,28.481304,38.516758,33.09045,0.85911826,426.956,-0.011365016
30.705993,27.737701,35.815308,34.738403,0.96993171,509.93218,-0.093339872
30.919997,28.687949,36.742508,34.341656,0.93465737,363.53158,-0.05005376
29.734952,26.699127,39.521893,29.641466,0.75000117,544.20499,-0.083414285
30.842444,27.705688,37.908607,33.140858,0.87423044,541.69688,-0.037416048
29.853155,26.900304,38.935417,30.297743,0.77815381,524.02069,-0.11628463
32.058142,28.422094,39.031246,34.766964,0.89074697,617.94558,0.016274135
33.03473,29.643664,38.164486,37.730881,0.98863852,547.75052,0.11058016
31.515194,28.955432,38.15863,34.363499,0.90054331,416.05158,0.028810973
29.932583,27.50844,40.02412,29.669977,0.74130242,414.65575,-0.080792578
30.723355,27.395113,39.486523,31.620581,0.80079426,584.41382,-0.046254867
29.405415,26.560895,35.715015,31.965593,0.89501833,510.34728,-0.14247579
31.406629,28.854921,38.497562,33.8363,0.87892059,416.19527,0.017513382
30.930916,27.574709,35.933746,35.132263,0.97769553,585.57023,-0.10291535
32.478704,28.901555,41.145103,33.892719,0.8237364,596.25613,0.060568623
30.303326,28.109358,36.507938,33.204773,0.90952201,364.74654,-0.099240937
31.561005,28.62178,37.661678,34.90913,0.92691382,487.94579,0.047101547
31.171088,28.74757,37.956596,33.800301,0.89049874,395.65255,0.027286635
30.379661,27.543816,35.972618,33.859875,0.94126802,489.29448,-0.049577896
31.379006,28.873802,41.463158,31.454306,0.75860855,407.88166,0.048164194
28.746382,25.865439,35.681328,30.594999,0.85745124,532.27729,-0.19169199
28.919169,26.404372,35.978298,30.710485,0.8535836,450.30336,-0.19421198
29.277404,26.935033,34.38472,32.896835,0.95672831,408.87635,-0.11839276
34.638311,31.961553,39.993038,39.586151,0.98982605,392.90373,0.15713611
30.614446,29.17334,36.834335,33.588966,0.91189283,226.2525,-0.017818061
29.945341,27.797387,37.532249,31.572886,0.8412202,360.91093,-0.044870402
30.489313,27.249959,38.204365,32.154289,0.84163914,570.86893,-0.077911494
30.07345,27.407796,37.02216,32.264671,0.87149618,460.46239,-0.13880677
30.35057,27.566091,38.218212,31.85622,0.83353507,479.42359,-0.082486027
31.166312,28.456933,36.066315,35.537411,0.98533524,450.14292,-0.0079507796
29.236017,26.925167,35.165588,32.0858,0.9124204,403.21025,-0.15036638
30.567257,28.104359,36.70026,33.606567,0.91570379,412.21531,-0.037279523
31.96564,28.184547,39.397625,34.255722,0.86948698,650.58745,0.046097518
29.548344,26.570183,36.711487,31.419691,0.85585449,535.8919,-0.1246688
31.460012,27.697171,37.285221,35.033001,0.93959483,659.55073,0.00064775839
30.341722,27.048896,38.237614,31.822405,0.83222779,585.68854,-0.099972121
30.594763,27.375615,37.516754,32.949333,0.8782565,564.23403,-0.061954028
30.396331,27.861327,39.095711,31.261433,0.79961285,428.95563,-0.051978866
30.069579,27.659919,36.09277,33.068367,0.91620474,409.64172,-0.11555072
31.330716,28.087187,36.740177,35.257236,0.95963708,553.34443,0.0048334811
30.059649,27.448964,35.974339,33.153679,0.92159244,449.64354,-0.12191243
30.067314,27.562547,42.72118,28.164396,0.65926072,428.40164,-0.057586464
29.620479,26.841514,35.038929,33.046066,0.94312432,492.21325,-0.11614794
30.810658,27.719643,36.364033,34.451275,0.94739973,532.93359,-0.0053284912
31.047328,28.604498,36.960072,34.422112,0.93133238,401.09924,0.0019661678
31.424233,28.445429,36.614796,35.587898,0.97195402,498.25111,0.02348365
32.716711,29.774944,39.868179,35.450649,0.88919659,468.24022,0.1104028
30.741358,28.202349,35.445824,35.179871,0.99249692,424.16375,-0.051267881
32.617605,30.47867,37.606407,37.329784,0.99264426,326.17514,0.11671667
32.057975,28.715952,37.029781,36.621464,0.98897328,557.99071,0.061336468
30.932028,28.309661,41.486397,30.573034,0.73694117,437.19534,-0.036752227
28.796941,26.214254,33.92379,32.259327,0.95093523,466.83692,-0.23563568
29.561805,26.427558,36.324493,31.773361,0.874709,569.43183,-0.10905798
30.962269,29.019334,35.665665,35.467281,0.99443768,310.48786,0.01126303
29.807585,26.934601,39.186031,30.024094,0.7661938,508.1586,-0.10776996
30.041541,27.211066,39.416668,30.315779,0.76911065,494.6877,-0.093190904
30.795737,28.168993,36.857639,33.963379,0.92147462,440.295,-0.054996282
31.557576,28.021246,37.142017,35.383831,0.95266315,608.9212,0.021159953
32.725953,30.44297,39.226883,36.038673,0.91872385,349.71369,0.076527911
30.012355,27.672337,38.411274,31.013119,0.80739626,396.93421,-0.049405469
31.720947,28.155984,38.283451,34.697895,0.90634188,611.07595,0.046962932
30.285294,27.300342,35.433044,34.158302,0.96402392,521.80698,-0.071450584
31.377596,28.419948,39.437695,32.993626,0.83660128,494.94268,-0.010064653
31.700503,28.515961,37.771694,35.115051,0.92966577,533.78411,0.061011324
31.713561,28.017819,38.947079,34.104343,0.87565856,638.77254,0.021834475
31.311812,28.967249,38.090965,33.985115,0.89220935,378.98848,-0.016293476
31.078203,27.977142,35.826969,35.572536,0.99289828,529.5129,-0.02916128
32.700005,28.791781,40.155132,35.168041,0.87580439,658.94149,0.063712291
29.316934,27.405139,34.858425,32.541981,0.93354708,324.13988,-0.10919698
32.343666,29.57191,37.595272,36.717186,0.97664371,442.70355,0.0052614807
30.839832,28.15374,37.841003,33.192966,0.8771693,451.14,-0.017201758
30.353067,27.106001,36.641605,33.193623,0.90589981,575.60844,-0.052004986
28.796941,26.120715,33.92379,32.259327,0.95093523,486.74914,-0.23563568
30.955437,27.754541,38.923439,32.536537,0.83591116,552.56127,-0.022531253
31.640966,29.842477,37.43877,35.291138,0.94263615,278.16954,0.047046155
31.350469,28.112637,36.612812,35.423435,0.96751473,551.7619,-0.012454533
32.388138,29.6958,37.537827,36.874126,0.98231914,427.34202,0.048148188
31.739168,28.155035,38.38792,34.644714,0.90249,614.65243,0.053322632
32.947912,29.525304,40.312794,35.560375,0.8821114,555.61399,0.074501438
29.845455,26.907007,38.154408,30.874168,0.80919007,521.14218,-0.057732319
32.081665,29.533671,37.125946,36.580784,0.98531588,405.44472,0.044946296
30.477473,27.876068,37.618172,32.614758,0.86699476,440.6507,-0.074570938
30.820061,28.047188,37.905743,33.095848,0.87310907,468.56589,-0.034924145
32.739302,29.623465,39.998375,35.386223,0.88469152,500.59896,0.092271795
29.731032,26.363668,38.011219,30.753405,0.80906127,616.88558,-0.082956612
29.959041,28.198693,36.553253,32.423042,0.88700839,288.5803,-0.11700933
34.000788,31.071453,46.141705,33.237076,0.72032613,445.45576,0.11816896
31.611964,29.125804,37.588917,35.087955,0.93346544,400.89619,0.027417589
30.392079,28.712179,36.028736,33.835255,0.93911857,269.72136,-0.11372502
31.696398,28.815188,37.287178,35.55669,0.95359027,474.25158,-0.019864672
30.693037,27.867366,35.421089,35.093903,0.99076296,481.3796,-0.019897012
30.499254,27.830181,38.177105,32.197109,0.84336172,453.64437,-0.060176636
31.39003,28.628781,38.731079,33.602654,0.86758889,456.38589,0.029445483
30.572333,27.399435,35.717369,34.531422,0.96679635,554.99773,-0.056698934
31.613717,28.181591,36.612698,36.019459,0.98379691,585.9484,-0.010919482
30.988855,27.612886,36.762997,34.474804,0.93775826,588.41158,0.027329268
31.73782,28.146729,37.836666,35.137611,0.92866562,616.13957,-0.016120707
31.244062,27.880259,36.4053,35.383434,0.97193085,580.06551,-0.033116191
33.522111,29.593385,42.333054,35.088039,0.82885678,643.23669,0.10748748
32.459398,29.045121,37.872623,36.710358,0.96931121,564.02206,0.12089152
30.585136,27.445625,42.341087,29.347572,0.69312278,547.72945,-0.0030144944
31.094613,27.702968,36.055401,35.385036,0.98140736,589.28557,-0.016934965
32.580978,29.061846,42.235893,33.257969,0.78743378,582.34314,0.098931977
30.412435,27.882448,36.871864,33.118408,0.89820271,427.71063,-0.060875495
30.036324,27.077106,40.742088,29.374851,0.72099523,521.55658,-0.050936536
30.196909,27.738576,35.916134,33.508266,0.9329586,417.15676,-0.11127394
30.691243,27.425415,37.687096,33.008781,0.87586427,571.92831,-0.048813412
29.372531,27.586715,34.651974,32.857021,0.94820056,299.73473,-0.16099189
31.308746,28.496616,40.428394,32.078674,0.79346892,467.64835,0.032532008
29.533042,26.849532,36.567848,31.507235,0.86161031,474.03396,-0.09260379
