chirp_mass,chirp_mass_source,mass_1,mass_2,mass_ratio,luminosity_distance,chi_eff
30.268692,27.563549,34.913103,34.626798,0.99179949,464.91741,-0.083434442
29.716657,27.267507,34.283078,33.988634,0.99141138,423.11995,-0.14549395
30.28824,26.774369,45.734763,26.84162,0.58689754,635.27402,-0.010451694
31.828549,28.515137,38.871926,34.413723,0.88531045,557.04311,0.061262849
30.129538,27.805473,39.376544,30.518676,0.77504708,392.07921,-0.088954811
30.623634,28.317727,38.060715,32.552078,0.85526712,381.41764,-0.089210827
30.732085,28.505832,39.828889,31.378333,0.78782847,364.97779,-0.051302521
31.55816,29.652844,37.66848,34.896677,0.92641585,297.40947,0.024497846
28.392165,25.481383,44.171771,24.496545,0.55457467,546.91399,-0.17436841
31.135186,28.18567,40.920175,31.369454,0.76660118,497.87446,0.019611098
28.591986,26.000779,44.411135,24.704373,0.5562653,472.58027,-0.18538361
30.864867,28.404142,40.577921,31.087638,0.76612201,407.22814,-0.058986389
31.343699,29.24636,36.766299,35.261477,0.95907061,333.6636,0.015963257
30.824415,27.574045,38.090074,32.94928,0.86503587,565.7117,-0.010422607
31.518441,28.459521,36.563461,35.851107,0.98051732,512.33194,0.0097764407
30.41436,27.270517,44.38382,27.800609,0.62636811,552.32871,-0.018980296
33.096966,29.216926,41.920854,34.543829,0.82402493,643.469,0.015666585
30.057842,27.495904,38.384759,31.125849,0.81089083,439.92263,-0.083300154
29.422168,26.626102,37.161681,30.791628,0.82858543,499.73815,-0.15668612
30.260024,27.722553,38.719331,31.275952,0.80776065,431.68092,-0.06452362
29.532299,27.152426,40.718557,28.444207,0.69855637,412.28818,-0.12851785
31.245213,27.42224,36.881837,34.932562,0.9471481,678.32946,0.013409558
30.632577,27.699757,35.261708,35.11366,0.99580147,504.151,-0.058978581
29.477662,27.171856,43.03415,26.934553,0.62588787,398.41604,-0.15845372
31.030936,28.328105,40.278955,31.636406,0.78543264,451.15829,-0.014502519
28.72548,25.617219,43.611697,25.332303,0.5808603,583.60717,-0.20530029
30.936231,28.189849,42.191808,30.101132,0.71343546,461.29704,-0.0030389656
30.126592,27.559997,40.528665,29.692258,0.73262365,439.68328,-0.096868795
30.272808,28.046317,35.548383,34.020406,0.95701697,371.32558,-0.044618743
30.699077,29.37552,39.429893,31.615089,0.80180511,205.72473,-0.0011526441
27.544807,24.642932,40.630737,24.932445,0.61363507,565.08673,-0.27903601
31.142306,28.113101,45.201876,28.606398,0.63285864,513.6972,-0.0028201703
29.306352,26.75673,39.036168,29.154903,0.74686897,450.54132,-0.12583878
31.416126,28.101319,37.029931,35.174,0.94988025,566.13133,-0.012896539
30.496297,28.239242,36.694281,33.457458,0.91178943,373.98963,-0.063294934
29.624548,28.108463,35.511009,32.621864,0.91864086,247.84318,-0.11533332
29.531014,27.470786,39.199223,29.474782,0.75192261,349.73795,-0.12723593
31.622491,29.896022,39.420383,33.51617,0.85022437,266.07882,0.050402742
30.597192,27.214849,36.615345,33.748641,0.92170759,598.9245,-0.015485233
30.423298,28.307139,36.691633,33.301329,0.90760006,348.56107,-0.067680096
28.145289,25.54715,41.581153,25.43999,0.61181542,482.91347,-0.24840861
30.73315,27.570283,36.550031,34.106905,0.93315666,549.42751,-0.030116292
30.33263,27.360165,35.001959,34.684991,0.99094426,518.25108,-0.07379588
29.671791,27.19897,44.127713,26.659111,0.60413536,428.60292,-0.10266231
29.028284,26.321305,37.401193,29.804796,0.79689426,488.71607,-0.23934914
29.896066,27.052513,41.917955,28.349197,0.67630201,500.24765,-0.068885995
30.553648,27.300655,47.066443,26.595498,0.56506285,572.31149,-0.0217749
29.843947,27.968002,36.917798,31.86824,0.86322158,311.07817,-0.067697284
31.552304,28.788639,38.774121,33.909558,0.87454097,454.11135,0.026434127
30.544433,28.462869,38.474288,32.050092,0.83302626,340.60433,-0.0064389748
30.538939,28.094697,39.598544,31.16613,0.78705243,409.05774,-0.058763904
27.680286,25.144746,39.108361,26.063638,0.66644669,478.54627,-0.36579671
31.757995,28.840494,36.978482,35.990262,0.97327583,480.17778,0.043387818
32.231298,29.400066,40.904049,33.57731,0.82087986,455.63094,0.072204483
31.433357,27.906362,41.501215,31.533054,0.75981039,609.88643,-0.0064160029
30.618857,28.695032,39.964743,31.052162,0.77698891,310.92833,-0.029073228
30.373413,27.180242,41.942132,29.212851,0.69650371,563.66338,-0.058718914
30.460854,27.849705,44.203404,27.985857,0.63311542,442.85023,0.028858943
31.858962,30.049126,40.748388,32.941637,0.80841569,277.99244,0.082424526
28.590292,26.386601,39.358657,27.576721,0.70065198,391.74447,-0.20647668
30.573719,29.00829,35.286011,34.954887,0.99061599,247.97635,-0.020031897
29.333709,26.655285,38.153483,29.848134,0.78231741,476.75396,-0.14582973
30.634343,27.23711,36.135093,34.273676,0.94848727,601.2416,-0.053864768
29.890476,27.589738,36.083765,32.687217,0.90587046,391.12764,-0.086945047
30.110539,28.833936,34.614399,34.561478,0.99847111,202.03948,-0.093048927
31.522004,29.182947,38.075539,34.451704,0.90482513,375.10185,0.019146824
28.629734,26.610413,37.654725,28.825242,0.7655146,354.09353,-0.2299597
29.493597,26.942787,41.116861,28.116761,0.68382558,447.45409,-0.14194451
31.032852,28.790582,36.619703,34.705885,0.94773802,363.91403,-0.00024237155
31.283352,28.975091,38.471273,33.596981,0.87330047,372.69405,-0.0089154589
30.450793,28.222444,38.462703,31.866678,0.82850855,369.20724,-0.010671215
31.833018,28.888513,38.071145,35.132717,0.92281745,484.06302,0.020882034
31.472026,28.744171,38.833299,33.689547,0.86754273,448.59086,-0.030807004
31.377584,28.243542,36.83287,35.274107,0.9576801,530.13938,0.018299302
31.298044,28.726725,38.213555,33.849179,0.88578985,421.57273,-0.029665172
30.000643,27.389647,44.861412,26.821511,0.59787488,450.73661,-0.071279024
30.065075,28.078042,38.777838,30.838281,0.7952553,329.05286,-0.070508499
30.322138,27.939183,35.118913,34.545895,0.98368347,400.55542,-0.047835219
30.042999,27.34866,38.515074,30.994918,0.80474774,466.81625,-0.078031135
32.619067,28.678097,40.357119,34.826213,0.86295093,667.80549,0.14405167
28.931739,26.80792,41.973098,26.587539,0.63344239,370.52342,-0.15439175
29.620512,26.523139,39.079758,29.7346,0.76086961,560.04344,-0.10678688
33.527044,29.868117,42.646633,34.849892,0.81717803,589.66896,0.14541652
30.085134,27.756687,37.226843,32.116829,0.86273308,393.59038,-0.082363747
29.621093,27.170828,37.875191,30.636172,0.80887175,424.92213,-0.12608159
30.238149,27.078128,40.106023,30.203218,0.75308434,559.63124,-0.10451649
29.505269,26.897653,40.362785,28.627302,0.70924992,458.88389,-0.10261336
30.549046,28.706628,37.299733,33.038548,0.88575829,297.05552,-0.046369019
28.640433,26.829383,32.922237,32.87622,0.99860226,313.15571,-0.19721525
29.087624,26.507592,37.759958,29.652578,0.78529162,460.82958,-0.13821245
30.205541,27.95249,38.641009,31.226304,0.80811307,377.33076,-0.075806686
30.369055,28.187483,37.431391,32.543439,0.86941571,361.51731,-0.057685888
29.107921,26.891867,45.899039,24.815171,0.54064686,386.24814,-0.1514132
31.478212,28.120542,40.265297,32.544927,0.80826244,573.59669,-0.022746433
31.04862,28.101596,39.785601,32.046803,0.80548747,499.01608,-0.010794946
30.55003,28.14905,37.468402,32.895594,0.87795563,400.57759,-0.076498885
30.668891,28.313554,37.395621,33.211836,0.88812099,390.11907,-0.07560522
30.921402,27.90226,48.749166,26.365752,0.54084519,516.01368,0.051808661
29.85511,27.201715,38.376713,30.722321,0.80054592,461.90558,-0.086351635
29.655849,27.301067,41.845456,27.957145,0.66810468,405.33605,-0.10600971
31.620102,28.569188,37.170052,35.496982,0.95498879,508.79711,0.01227966
29.544645,26.703064,42.67422,27.260222,0.63879836,506.87819,-0.12980812
30.332109,28.139126,36.933719,32.891656,0.89055901,364.1676,-0.048043558
29.584956,27.456983,37.6487,30.739374,0.81647904,362.04379,-0.10420938
27.577171,25.539185,44.734201,22.92953,0.5125727,373.35906,-0.29927732
31.870885,29.086021,41.921816,32.085459,0.76536423,452.83961,0.070687696
32.190949,28.815754,42.964526,31.964076,0.74396434,561.85052,0.068684902
29.814036,26.693875,39.366557,29.906209,0.75968566,560.59416,-0.12292464
30.135445,27.268007,44.264433,27.38254,0.6186127,500.47813,-0.035697822
29.847286,27.629933,35.779062,32.866185,0.9185871,375.59716,-0.08772188
32.243116,29.348842,37.08009,36.995197,0.99771056,467.31179,0.069504282
30.974159,28.542431,36.320093,34.857862,0.95974044,400.08916,-0.075776204
29.006142,26.485558,33.582191,33.05889,0.9844173,449.934,-0.18063644
31.157734,28.249229,35.913392,35.668785,0.99318896,489.30025,-0.055551277
30.303489,27.950997,36.581856,33.139316,0.90589488,394.96492,-0.042004651
30.966542,27.93323,39.550809,32.062473,0.81066541,517.99274,-0.0028465894
29.715628,27.299182,34.16196,34.106652,0.99838099,416.61841,-0.12616007
31.034698,28.728934,41.995232,30.419727,0.72436146,375.63391,-0.038972171
30.468354,28.192065,39.825394,30.857413,0.77481753,378.01909,-0.041344481
29.711641,27.055098,40.884305,28.670109,0.70124975,465.15997,-0.094590818
28.760039,26.381663,33.497895,32.582926,0.97268579,424.7853,-0.26751422
31.202667,28.554036,42.265839,30.55497,0.72292353,437.83236,-0.0075504189
30.897401,27.573728,36.604429,34.419495,0.94030956,579.4741,-0.021584985
30.850352,27.911129,36.172868,34.720485,0.95984882,501.23616,-0.034733309
30.4276,27.092051,42.235833,29.123898,0.68955425,592.87134,0.027639213
30.118953,27.238264,37.858861,31.667641,0.83646577,503.54004,-0.11561516
30.393941,27.624981,38.281764,31.894561,0.83315285,475.4896,-0.05375168
29.931634,27.324915,39.292477,30.190266,0.76834724,451.0853,-0.12810037
31.179116,28.889317,40.279517,31.931837,0.79275621,370.70857,-0.017234873
30.363149,27.524829,35.782729,34.000774,0.95020069,490.11167,-0.044166755
30.648145,27.821517,43.854567,28.522871,0.65039681,482.40099,0.013282005
31.58598,28.95504,36.969827,35.610965,0.96324402,428.33767,0.050269487
31.002081,28.524384,35.738271,35.486342,0.99295072,408.37209,0.0031931203
28.711184,26.976852,37.722414,28.93591,0.76707472,297.58146,-0.18573783
30.068428,27.377693,34.99274,34.093394,0.97429907,465.62403,-0.074478288
31.110552,27.986494,37.455249,34.111791,0.91073461,533.53572,-0.0020599498
30.606474,27.942367,42.522574,29.2705,0.68835202,450.81263,-0.011379607
28.939001,26.748301,33.511586,32.975373,0.98399919,383.74578,-0.21100285
30.638498,27.42907,38.649932,32.102963,0.83060852,561.22108,-0.059684391
30.99521,28.090612,45.061868,28.428849,0.63088484,491.54635,0.034353544
30.373652,27.521628,36.153188,33.679719,0.93158366,492.70153,-0.039469267
31.013611,27.688408,37.69002,33.694793,0.89399774,577.17385,-0.01608537
30.061661,27.553429,35.039698,34.032673,0.97126045,429.18129,-0.092045318
30.608787,27.42025,35.378414,34.943724,0.98771314,557.48475,-0.03817432
30.016471,27.899804,34.891921,34.073646,0.97654831,354.00585,-0.093382702
29.278087,26.862021,36.108134,31.356266,0.86839895,423.74058,-0.17681965
28.093238,26.046962,47.956749,22.34279,0.46589459,367.25758,-0.22991868
30.81037,28.412132,41.339842,30.44127,0.73636639,396.17631,-0.00034830027
31.590161,28.297415,37.610532,35.020051,0.93112353,557.88738,0.018588505
30.618723,27.330285,43.374621,28.760137,0.66306371,578.35727,-0.010133594
30.622,27.114323,42.968232,29.017289,0.67531958,625.45535,-0.030505909
29.183516,26.389252,36.629083,30.727731,0.83888889,504.1896,-0.18545917
31.497436,28.01974,39.219439,33.420757,0.85214778,598.05499,0.034820942
29.435963,26.96425,35.276463,32.421869,0.91907938,432.35882,-0.16485187
30.771239,28.169027,43.854531,28.743179,0.65542097,435.92685,-0.010316113
29.849697,26.753541,40.290553,29.327152,0.72789153,554.62275,-0.1182416
29.071011,25.995396,37.800146,29.589515,0.78278838,567.96457,-0.1878398
31.703961,28.276457,43.559291,30.636146,0.70332058,582.98059,0.024279465
29.163559,26.370073,36.77755,30.566951,0.8311307,504.43162,-0.1453145
29.17321,26.339378,37.754978,29.827016,0.79001547,512.87289,-0.14887351
31.266532,28.410934,39.64837,32.596989,0.82215207,476.88938,-0.040300363
28.293646,25.556851,39.034704,27.235601,0.69772786,510.30791,-0.27314655
30.119386,27.598053,41.293789,29.163068,0.70623375,430.8205,-0.051133959
30.630545,27.565997,36.263204,34.145531,0.94160272,531.19741,-0.063131685
29.752806,27.359981,35.704004,32.727694,0.9166393,411.33377,-0.090393361
30.910962,27.790228,41.520542,30.509008,0.73479311,536.96713,0.0015032767
30.071898,27.546859,38.665347,30.937773,0.80014213,432.34435,-0.097788763
29.925264,26.869876,37.948844,31.197617,0.82209663,544.23353,-0.090122736
30.100406,27.21005,39.161063,30.62056,0.78191341,505.90868,-0.084680315
31.708534,29.015796,38.246917,34.703483,0.90735373,438.05264,0.032655525
28.814483,27.033631,34.792746,31.503517,0.90546223,305.26048,-0.19282569
29.731947,27.454649,34.248929,34.05747,0.99440978,388.92997,-0.12203583
31.425346,28.892651,38.533391,33.845432,0.87834035,412.33873,0.015207049
30.53282,28.600404,38.399444,32.086362,0.83559445,313.46431,-0.061372876
30.73431,28.217374,40.288314,31.042142,0.77049991,420.01687,-0.042882151
30.297764,27.391021,38.597649,31.447217,0.81474437,505.38106,-0.075940127
31.009562,28.348413,37.06843,34.240162,0.92370142,443.42432,-0.02686917
30.307682,27.849198,37.035588,32.751123,0.8843149,415.42784,-0.050357937
30.51667,27.771198,39.516496,31.183367,0.78912277,468.54494,-0.040399803
29.391594,27.552034,41.007819,27.998506,0.68276018,309.58346,-0.1637828
30.53522,28.441928,35.384375,34.770364,0.98264741,342.88618,-0.069964663
32.196738,28.88476,39.399348,34.744791,0.88186209,549.12704,0.038178158
28.286155,26.21901,36.159983,29.261911,0.80923464,368.63967,-0.29040313
31.495076,29.363129,39.530746,33.161315,0.83887399,338.02973,0.055189215
29.231032,26.279945,38.00841,29.752244,0.78278055,536.95755,-0.21028812
31.15046,27.909914,39.180905,32.731649,0.835398,556.57384,-0.029393501
30.688197,27.446353,35.489942,35.01494,0.98661587,566.94019,-0.036694584
30.063683,26.854618,35.783447,33.336737,0.93162451,574.08794,-0.10543236
31.309853,27.595653,38.527776,33.605131,0.87223127,652.89725,-0.0036983617
30.071717,27.438362,37.336787,31.996926,0.85698124,453.98571,-0.090639357
30.265563,27.240303,41.38856,29.374447,0.70972382,530.61777,-0.056343696
31.819532,28.338513,38.511365,34.709247,0.90127281,591.40542,0.054498345
30.030831,26.900889,41.610938,28.791732,0.69192701,557.8296,-0.064906337
29.469593,26.995093,35.248919,32.520363,0.92259179,432.35122,-0.13381964
29.811317,26.921646,40.459427,29.139575,0.72021719,511.5823,-0.083243305
31.69372,28.124143,36.490827,36.322454,0.99538587,612.67997,0.012618686
31.66445,29.598826,39.294341,33.708231,0.85783931,324.27113,0.035809433
31.197527,28.32621,36.310701,35.369804,0.97408761,481.22235,-0.016554163
29.45312,26.732306,34.629556,33.057844,0.95461357,483.32024,-0.15475661
30.152943,27.199979,36.971404,32.476566,0.87842393,517.8569,-0.13354974
32.580521,29.400118,40.033455,35.018192,0.87472319,515.87221,0.064921912
29.927517,27.831447,40.426318,29.382629,0.72681932,351.28789,-0.089296668
30.727271,28.170365,35.387419,35.205594,0.99486186,427.85175,-0.028065984
31.977099,29.397532,38.827508,34.770817,0.89552017,412.78201,0.071874252
28.541749,26.148999,35.001499,30.736394,0.87814509,431.54833,-0.21101398
30.440174,27.617118,39.079956,31.36182,0.80250398,485.55782,-0.041811577
31.922943,28.662487,38.027576,35.369845,0.93011042,544.4539,0.057798946
31.147301,27.802008,38.973535,32.893266,0.8439898,578.37522,-0.056422419
28.049848,26.205866,37.885338,27.542293,0.72699083,327.0876,-0.25094902
29.241637,26.249318,44.919215,25.517425,0.56807372,545.70177,-0.131353
30.935465,27.462623,35.637904,35.433485,0.99426399,610.25302,-0.051203038
30.6224,28.015472,35.317639,35.034843,0.99199279,439.30993,-0.065780639
32.758179,29.441856,38.707223,36.587132,0.94522751,538.73125,0.11069806
30.422025,28.06548,42.382445,29.020089,0.68471955,393.9782,-0.05710588
31.253201,28.932569,36.447938,35.3629,0.97023049,375.3821,0.018473849
32.261601,29.801163,39.11342,35.132425,0.8982192,387.01912,0.062018285
29.664608,27.170114,35.445476,32.768929,0.92448832,433.07961,-0.19053159
28.721837,26.480791,35.30654,30.858492,0.87401629,397.26918,-0.20163481
30.580505,28.089486,36.619563,33.708321,0.92050037,417.43867,-0.030721664
29.190941,26.756661,37.65936,29.934847,0.79488464,428.91552,-0.18727498
29.531355,27.070485,37.407692,30.819914,0.82389244,428.55315,-0.090906696
31.447606,28.559178,39.647915,32.96892,0.83154235,480.06846,0.021923514
31.49618,29.107021,36.392519,35.968194,0.98834031,384.64319,0.014315453
30.066577,27.77402,36.47607,32.721113,0.89705697,386.92699,-0.063428024
31.256904,28.980395,37.380586,34.498291,0.92289325,367.22017,0.027921933
30.194188,28.92458,35.511099,33.879937,0.95406611,200.24769,-0.044443452
29.603721,27.476907,41.303507,28.200753,0.68276896,361.55979,-0.10984859
29.494167,27.465799,36.570589,31.42328,0.85925004,344.11944,-0.17474251
29.737442,27.255823,35.102578,33.246374,0.94712059,429.26911,-0.12167903
29.608172,27.203034,40.51756,28.717865,0.70877578,416.10558,-0.12573645
30.338099,27.344361,35.1882,34.514358,0.98085036,522.55027,-0.093659612
31.687657,29.303219,37.124712,35.691337,0.96139027,381.12771,0.014845537
29.876508,26.930667,43.377235,27.436377,0.63250637,522.05534,-0.10576768
28.179401,26.115574,40.994079,25.831254,0.63012159,369.55251,-0.23285571
30.592204,27.97133,36.121865,34.192338,0.94658286,442.54902,-0.081426625
30.170512,27.511025,35.013237,34.304744,0.979765,457.49314,-0.079001372
31.66238,29.53942,36.375713,36.365336,0.99971475,334.42506,0.033171787
29.343995,27.168316,36.492961,31.173094,0.85422211,374.75603,-0.20356084
30.945048,27.894857,37.260648,33.92616,0.91050911,521.85026,-0.04662196
31.80161,28.579132,36.9486,36.11798,0.97751957,539.33014,0.030802344
28.460312,25.858461,33.487096,31.92006,0.95320479,477.43834,-0.29166935
30.558838,27.335068,40.287217,30.698553,0.76199239,566.00858,-0.047632335
29.720659,26.954713,43.785807,26.932357,0.61509331,487.55323,-0.092373256
31.163664,27.930138,39.10303,32.821889,0.83936946,554.84484,0.025151754
29.519758,27.007511,37.247482,30.92369,0.83022229,439.14521,-0.11175292
29.13575,27.076638,36.066251,31.091476,0.86206565,354.89383,-0.16132711
31.029208,27.855922,38.434167,33.091908,0.86100235,545.2993,0.011724705
30.74252,28.742778,38.014116,32.840545,0.86390394,323.2303,-0.10362609
31.522333,29.183116,38.947194,33.699767,0.86526817,375.1266,0.039157422
32.640861,30.123729,38.940902,36.112096,0.92735643,391.96406,0.080987075
29.988801,27.272957,39.819976,29.9224,0.75144194,472.18232,-0.12368724
31.640509,28.724912,38.788226,34.084866,0.87874258,481.90437,0.021478522
29.783367,27.361729,35.351961,33.116067,0.93675333,416.55572,-0.11638365
30.299396,28.029986,35.704383,33.932407,0.95037091,379.11325,-0.079951627
29.175123,27.533301,33.930533,33.102437,0.97559438,275.11213,-0.15682111
30.193963,27.693082,35.05502,34.317199,0.9789525,425.55748,-0.066052873
29.73895,27.459874,35.827119,32.587152,0.90956662,389.17267,-0.1937674
31.103357,28.612542,38.295561,33.364933,0.87124806,409.3222,-0.034263124
29.892353,27.961751,36.428542,32.38846,0.8890957,320.65305,-0.082908672
29.911519,27.181455,36.121502,32.699279,0.90525799,476.52462,-0.087625186
30.160527,27.000336,36.195881,33.173836,0.91650859,561.39853,-0.082134739
28.34158,26.333389,32.614223,32.497755,0.99642893,355.93853,-0.21814117
30.429206,27.713153,36.121488,33.83146,0.93660205,464.23031,-0.019110405
30.006659,27.196542,44.432808,27.066083,0.60914635,491.16644,-0.040086111
28.798824,26.300951,42.73241,25.928022,0.60675309,448.95064,-0.16366782
29.711234,26.965171,37.547489,31.077635,0.82768877,483.61121,-0.11095521
30.866631,28.00529,36.946054,34.038333,0.92129821,485.30538,-0.041082302
30.221916,27.181604,44.776995,27.246193,0.6084864,534.68731,-0.02873695
30.767947,28.080489,36.12989,34.576763,0.95701268,452.63703,-0.049976981
29.474448,26.79016,38.135562,30.141994,0.79039072,475.30172,-0.18005303
30.873156,27.48571,38.857196,32.420068,0.83433885,593.51994,0.0120975
30.034205,27.728044,45.260393,26.664609,0.58913781,390.0355,-0.046019713
28.186249,26.242739,46.429728,23.122594,0.49801269,345.13967,-0.16465571
30.435559,27.733199,35.045833,34.876964,0.99518146,461.38202,-0.057385302
31.407523,28.508202,40.113663,32.519349,0.81068011,482.92125,0.002936762
30.564646,27.469983,36.918654,33.4058,0.90484881,538.81568,-0.051550239
31.919079,29.495748,38.534097,34.904381,0.90580509,385.02326,0.075964725
30.68439,28.381316,35.822021,34.683232,0.9682098,380.02209,-0.010694021
29.661783,27.05354,36.810437,31.575197,0.85777837,456.18597,-0.11777464
29.208149,26.77503,38.370888,29.440016,0.76724876,428.38625,-0.19116081
30.972263,28.957551,37.924492,33.40318,0.8807812,323.235,0.022300399
29.887004,27.502041,43.923732,27.143168,0.61796133,407.66058,-0.085621049
29.774281,26.816735,44.076864,26.863028,0.60945868,526.66824,-0.025827113
30.507154,27.74854,40.270001,30.609926,0.76011733,471.3463,-0.012275303
29.396845,27.810292,36.78346,31.044518,0.84398036,262.72357,-0.11844114
31.156496,28.152631,41.915384,30.706479,0.73258254,508.3323,0.020349055
28.671005,26.418605,36.251039,29.975121,0.82687618,400.39323,-0.23685537
29.354906,26.881467,34.176989,33.27019,0.97346756,434.09439,-0.18453529
30.331775,27.970067,36.20205,33.542919,0.9265475,396.31553,-0.062803013
29.212402,27.110717,34.500433,32.642883,0.94615864,362.14337,-0.15347258
31.581338,28.964819,40.005081,32.958827,0.82386602,425.6939,0.048478834
30.219723,27.089269,40.286476,30.039828,0.7456554,553.75618,-0.062749109
30.409621,27.024426,35.321814,34.546315,0.97804474,604.03437,-0.057273314
30.759591,27.448579,38.015887,32.875017,0.86477049,579.9319,-0.04204761
30.279872,28.361637,36.722906,32.963716,0.89763362,313.79872,-0.07706842
30.358693,28.078612,40.132037,30.419281,0.75798,380.29864,-0.026285402
32.136331,30.088958,38.252274,35.633339,0.93153517,315.78695,0.10117705
31.228169,28.74092,37.218274,34.583254,0.92920092,406.76892,-0.019180761
31.48761,29.108075,36.621941,35.724273,0.97548823,382.99262,-0.00031126562
30.437803,27.599896,44.315758,27.880623,0.62913566,488.61181,-0.0086484313
28.472231,25.795285,37.475694,28.646268,0.76439593,493.45409,-0.2093936
29.592568,27.205979,40.876861,28.453424,0.69607653,412.65837,-0.088343805
32.499316,28.994437,37.706334,36.961941,0.98025813,581.25409,0.088060854
29.06937,26.330705,41.346876,27.20315,0.65792515,494.64219,-0.14296292
30.214315,27.343922,35.529981,33.907047,0.95432212,499.54211,-0.0818194
30.782909,28.642334,35.602013,35.120508,0.98647534,348.45122,-0.034063639
30.473995,28.398089,38.093622,32.212791,0.84562163,340.4456,-0.081715527
30.317974,27.673607,35.13033,34.525238,0.98277579,451.88247,-0.09360448
29.592663,26.792424,35.42382,32.631055,0.92116138,497.21406,-0.1209249
29.229176,26.458943,36.378794,31.027445,0.85289922,498.14601,-0.18000846
31.170849,28.514807,35.981532,35.631301,0.99026637,439.77607,0.027695108
30.358748,28.38812,35.007859,34.738852,0.99231581,322.4688,-0.059661876
30.369371,27.615074,36.520638,33.336948,0.9128249,472.98539,-0.072814157
32.086019,29.146509,39.316697,34.579943,0.8795231,478.62289,0.026664161
30.3576,27.962691,40.827759,29.927981,0.73303021,402.32373,-0.019540632
29.649237,26.573722,38.391306,30.298441,0.78920058,554.65554,-0.12855444
28.874579,26.920275,34.499881,31.897689,0.92457389,337.97944,-0.23134997
31.804081,29.296819,36.814945,36.254228,0.98476931,401.99966,0.057197148
31.291208,28.136465,38.239148,33.812473,0.88423708,536.0785,0.028483131
29.64911,26.428791,40.600535,28.739743,0.70786612,586.27424,-0.12706735
29.366934,27.054099,36.439358,31.265629,0.8580181,401.54175,-0.20053307
30.006512,27.148943,35.399468,33.566623,0.94822395,500.97517,-0.10399728
30.7044,27.88017,36.687304,33.918072,0.92451797,480.88188,-0.0080823374
30.635572,28.682844,40.345141,30.806889,0.76358361,315.962,-0.0093892066
28.672923,26.565155,34.641146,31.331598,0.90446193,371.1139,-0.19893472
29.969346,27.145369,38.912668,30.54536,0.78497215,494.75062,-0.10080349
29.615079,26.969706,39.476486,29.441547,0.7457996,464.63862,-0.089124567
29.961977,27.414293,43.086593,27.757217,0.64421936,438.70568,-0.063757165
31.157516,27.894576,42.866344,30.070228,0.70148805,561.0443,0.019652842
31.349623,28.105272,40.428719,32.160367,0.79548321,553.11215,0.050927282
30.26935,27.472637,37.732078,32.083222,0.85029036,483.42137,-0.077358909
28.84852,26.930323,41.743565,26.57425,0.63660711,331.29716,-0.16907997
29.578587,27.033767,43.62778,26.77498,0.613714,444.73989,-0.091264873
32.825518,29.65434,39.491154,36.017976,0.91205174,509.55033,0.084955184
27.905206,25.717925,40.258743,25.775352,0.64024234,399.35381,-0.28180073
29.853409,27.066833,35.455339,33.175246,0.93569111,489.26455,-0.12663138
31.452312,27.82805,37.992069,34.374903,0.90479157,630.01926,0.034916018
30.498168,27.4507,42.868147,28.853995,0.67308706,530.40133,-0.053363863
29.168777,27.112876,33.63656,33.376299,0.99226257,353.813,-0.16287192
29.166946,26.389804,40.745915,27.751927,0.68109715,500.87423,-0.19355461
31.127291,27.90942,36.368552,35.155529,0.96664639,552.39769,-0.0071867325
29.270483,26.98469,38.791369,29.258899,0.75426313,397.65587,-0.15944779
29.873737,27.56712,38.810136,30.43176,0.78411888,392.52419,-0.16668824
32.110316,28.676543,42.839172,31.896459,0.74456291,575.35029,0.095682728
31.430293,29.057047,39.574508,32.992176,0.83367242,382.63221,0.021759729
30.008938,28.174392,38.317754,31.078748,0.81107958,301.57112,-0.088696948
31.373364,28.541844,38.084867,34.12272,0.89596533,470.29062,0.01172739
30.794531,28.086132,42.415033,29.688509,0.69995251,456.29433,0.030858344
32.487739,28.637568,45.816585,30.642115,0.66879964,652.11343,0.12288261
30.581761,27.111686,36.741538,33.601057,0.91452503,618.26713,-0.070196194
32.174995,28.756278,38.33745,35.640296,0.92964701,570.92263,0.071508026
29.793277,26.845176,39.923887,29.471942,0.73820323,524.26857,-0.079633062
30.934784,27.882029,38.861633,32.543764,0.83742657,522.57825,0.036907023
28.920924,26.304318,40.134874,27.687916,0.68987176,471.64783,-0.17986162
29.567012,27.651668,39.957623,29.016225,0.72617496,321.7361,-0.14636635
32.389255,29.981443,40.680445,34.080642,0.83776472,375.88468,0.078117693
27.809647,25.157115,37.518092,27.335698,0.72860043,501.90876,-0.31474422
30.802048,27.804132,39.160525,32.033003,0.81799217,514.0651,-0.0038449459
31.117474,28.976116,35.990968,35.500237,0.98636515,344.36495,-0.015471371
29.523582,27.427948,35.325118,32.569395,0.92198971,356.65,-0.12443989
30.840965,27.501128,41.720039,30.238697,0.72480029,584.1714,0.0023999438
30.861191,28.245846,38.060413,33.051853,0.86840502,436.99826,-0.032869122
30.658106,27.495978,36.317517,34.156098,0.9404855,550.88525,-0.053799985
29.077013,26.236689,36.117529,30.925452,0.85624494,516.28686,-0.15504023
30.459517,28.287522,37.583439,32.60614,0.86756669,358.50642,-0.047021647
29.075994,26.934893,41.272683,27.260118,0.66048815,371.84588,-0.12078344
31.678222,28.549378,39.251656,33.772712,0.86041495,523.11967,0.023621244
31.634706,29.396276,38.46624,34.350871,0.89301347,355.38086,0.048542874
31.538331,28.104223,36.781603,35.684423,0.9701704,588.05464,0.036436025
